facility_id,facility_name,parent_area_id,lat,long,type,area_sort_order
ben_5_161,CS Ouiya,ben_4_470,,,health facility,
ben_5_162,CS Kpari,ben_4_464,,,health facility,
ben_5_163,CS Kpebie (Pkou),ben_4_427,9.34133,2.61502,health facility,
ben_5_164,CS Kpome,ben_4_327,,,health facility,
ben_5_165,CS Kpanoukpade,ben_4_452,,,health facility,
ben_5_166,CS Kpoto,ben_4_458,6.98410079,1.98989558,health facility,
ben_5_167,CS Lalo,ben_4_322,6.92792,1.89617,health facility,
ben_5_168,CS Ouesse Centre,ben_4_123,8.48821772,2.43464691,health facility,
ben_5_169,CS Lainta Cogbé,ben_4_323,7.1743,2.34427333333333,health facility,
ben_5_170,CS Ouessè (Savalou),ben_4_122,7.93856166666667,1.96191666666667,health facility,
ben_5_171,CS Ouinhi,ben_4_23,7.09801333333333,2.51635666666667,health facility,
ben_5_172,CS Lahotan,ben_4_342,7.99969,2.07732,health facility,
ben_5_173,CS Lagbe,ben_4_341,6.68224,2.68803,health facility,
ben_5_174,CS Lagbavey,ben_4_215,,,health facility,
ben_5_175,CS Krake,ben_4_214,6.38554,2.67813,health facility,
ben_5_176,CS Ouinra,ben_4_457,,,health facility,
ben_5_177,CS Kprekete,ben_4_267,9.0059264,1.6684047,health facility,
ben_5_178,CS Kpakpaza,ben_4_475,7.94474836,2.1968265,health facility,
ben_5_179,CS Kpozoun,ben_4_332,7.20953191,2.109792,health facility,
ben_5_180,CS Kpoulou,ben_4_328,,,health facility,
ben_5_181,CS Kpankou,ben_4_477,7.33065,2.58761,health facility,
ben_5_182,CS Penessoulou,ben_4_229,9.2434,1.55096,health facility,
ben_5_183,CS Pétchinga,ben_4_544,,,health facility,
ben_5_184,CS Peonga,ben_4_54,,,health facility,
ben_5_185,CS Ouake,ben_4_110,9.68274,1.38375,health facility,
ben_5_186,CS Oganla,ben_4_434,6.47356,2.61928,health facility,
ben_5_187,CS Ogoutèdo,ben_4_250,,,health facility,
ben_5_188,CS Liboussou,ben_4_371,,,health facility,
ben_5_189,CS Kode,ben_4_408,,,health facility,
ben_5_190,CS Kodjèfo,ben_4_525,,,health facility,
ben_5_191,CS Oke-Owo,ben_4_145,,,health facility,
ben_5_192,CS Kobedjo,ben_4_76,,,health facility,
ben_5_193,CS Kokabo,ben_4_251,10.134265,2.48908166666667,health facility,
ben_5_194,CS Kokiborou,ben_4_405,11.20378,2.32456,health facility,
ben_5_195,CS Koko,ben_4_239,,,health facility,
ben_5_196,CS Koko,ben_4_404,8.37518333333333,1.84424,health facility,
ben_5_197,CS Kokohoue,ben_4_403,6.876,1.74325,health facility,
ben_5_198,CS Kokoro,ben_4_484,8.40011529,2.61539678,health facility,
ben_5_199,CS Kolokonde,ben_4_402,9.89582,1.78256,health facility,
ben_5_200,CS Kokey,ben_4_407,11.38067,2.52382,health facility,
ben_5_201,CS Oko-Akare,ben_4_137,,,health facility,
ben_5_202,CS Ko-koumolou,ben_4_409,,,health facility,
ben_5_203,CS Kinto Oudjra,ben_4_143,6.63619166666667,2.423265,health facility,
ben_5_204,CS PR Sekegourou,ben_4_398,,,health facility,
ben_5_205,CS Pouya,ben_4_419,,,health facility,
ben_5_206,CS Niékénébansou,ben_4_126,,,health facility,
ben_5_207,CS Poto,ben_4_515,,,health facility,
ben_5_208,CS Possotome,ben_4_74,6.52246,1.96849,health facility,
ben_5_209,CS Police Nationale,ben_4_422,,,health facility,
ben_5_210,CS Klouekanme,ben_4_410,6.98185166666667,1.84440333333333,health facility,
ben_5_211,CS Pobe,ben_4_205,,,health facility,
ben_5_212,CS Placodji,ben_4_414,6.3598811,2.43832061,health facility,
ben_5_213,CS Nodi,ben_4_83,10.62928,1.02584,health facility,
ben_5_214,CS Kilibo,ben_4_463,8.57325,2.59527,health facility,
ben_5_215,CS Kindji,ben_4_16,,,health facility,
ben_5_216,CS Kinta,ben_4_459,7.06947458,2.0068857,health facility,
ben_5_217,CS Offe,ben_4_132,8.01035335,2.4009499,health facility,
ben_5_218,CS Plateau,ben_4_175,8.03231,2.48269,health facility,
ben_5_219,CS Komde,ben_4_399,9.65151,1.39949,health facility,
ben_5_220,CS Kompa,ben_4_421,,,health facility,
ben_5_221,CS Konouhoue,ben_4_284,,,health facility,
ben_5_222,CS Kouba,ben_4_401,,,health facility,
ben_5_223,CS Koudo,ben_4_406,6.71532,1.79164,health facility,
ben_5_224,CS Koudokpoe,ben_4_411,,,health facility,
ben_5_225,CS Kougbedji,ben_4_349,6.42307,2.4115,health facility,
ben_5_226,CS Kountori,ben_4_413,10.40655,0.94408,health facility,
ben_5_227,CS Kourel,ben_4_489,,,health facility,
ben_5_228,CS Perma,ben_4_55,10.11595,1.43991,health facility,
ben_5_229,CS Onklou,ben_4_127,9.49714,1.99192,health facility,
ben_5_230,CS Koussoukpa,ben_4_462,7.06254643,2.27156147,health facility,
ben_5_231,CS Kouti,ben_4_465,6.60312,2.646785,health facility,
ben_5_232,CS Kpago-Houedjro,ben_4_183,,,health facility,
ben_5_233,CS Orou Kayo,ben_4_126,,,health facility,
ben_5_234,CS Oroukparé,ben_4_413,,,health facility,
ben_5_235,CS Ottola,ben_4_125,8.15366,1.65773,health facility,
ben_5_236,CS Koussoucoingou,ben_4_417,,,health facility,
ben_5_237,CS Onigbolo,ben_4_451,7.19203,2.64877,health facility,
ben_5_238,CS Kouarfa,ben_4_401,,,health facility,
ben_5_239,CS Kouande,ben_4_398,,,health facility,
ben_5_240,CS Koronkore,ben_4_316,,,health facility,
ben_5_241,CS Okpometa,ben_4_138,,,health facility,
ben_5_242,CS Korontiere,ben_4_416,10.26794,0.95949,health facility,
ben_5_243,CS Oké okounou,ben_4_503,,,health facility,
ben_5_244,CS Pira,ben_4_178,8.4914,1.73642,health facility,
ben_5_245,CS Kotari,ben_4_83,,,health facility,
ben_5_246,CS Pingou,ben_4_532,,,health facility,
ben_5_247,CS Kotopounga,ben_4_419,10.30691,1.53396,health facility,
ben_5_248,CS Kouaba,ben_4_420,,,health facility,
ben_5_249,CS Pikire,ben_4_333,10.74063,2.12616,health facility,
ben_5_250,CS Ologo,ben_4_137,,,health facility,
ben_5_251,CS Omou,ben_4_138,,,health facility,
ben_5_252,CS Kouandata,ben_4_397,,,health facility,
ben_5_253,CS Piami,ben_4_241,,,health facility,
ben_5_254,CS Perporiyakou,ben_4_73,,,health facility,
ben_5_255,CS Perere,ben_4_248,9.80211,2.98804,health facility,
ben_5_256, Cabinet Faba Domplawi   ,ben_4_80,,,health facility,
ben_5_257,CS Dekin,ben_4_152,6.55351,2.45548,health facility,
ben_5_258,CS Ifangni,ben_4_340,6.66194,2.72345,health facility,
ben_5_259,CS Assrossa,ben_4_242,,,health facility,
ben_5_260,CS Atchannou,ben_4_284,,,health facility,
ben_5_261,CS Atchonsa,ben_4_232,,,health facility,
ben_5_262,CS Atchoukpa,ben_4_243,6.53476333333333,2.62978166666667,health facility,
ben_5_263,CS Athieme,ben_4_45,6.58213,1.66833,health facility,
ben_5_264,CS Atokolibé,ben_4_69,8.154195,1.95922,health facility,
ben_5_265,CS Atomey,ben_4_129,7.23083,1.641,health facility,
ben_5_266,CS Attakè,ben_4_431,,,health facility,
ben_5_267,CS Attogon,ben_4_91,,,health facility,
ben_5_268,CS Avagbodji,ben_4_190,,,health facility,
ben_5_269,CS Avakpa,ben_4_163,,,health facility,
ben_5_270,CS Avame,ben_4_169,6.50204,2.21259,health facility,
ben_5_271,CS Avlame,ben_4_279,7.10492257,2.13744817,health facility,
ben_5_272,CS Avlekete,ben_4_247,,,health facility,
ben_5_273,CS Avlo,ben_4_124,6.29104833333333,1.89373166666667,health facility,
ben_5_274,CS Avogbana,ben_4_118,7.21576833333333,2.08148333333333,health facility,
ben_5_275,CS Avotrou,ben_4_426,6.38676203,2.47240109,health facility,
ben_5_276,CS Avrankou,ben_4_75,,,health facility,
ben_5_277,CS Awonou,ben_4_234,,,health facility,
ben_5_278,CS Awotobi,ben_4_181,9.54315,1.49084,health facility,
ben_5_279,CS Ayahohoue,ben_4_293,,,health facility,
ben_5_280,CS Ayekou,ben_4_477,,,health facility,
ben_5_281,CS Ayidjedo,ben_4_209,6.66642166666667,2.59269,health facility,
ben_5_282,CS Assodè,ben_4_399,,,health facility,
ben_5_283,CS Assante,ben_4_199,8.13131193,2.25832142,health facility,
ben_5_284,CS Assanlin,ben_4_201,7.22655,2.12560833333333,health facility,
ben_5_285,CS Assa-Idioché,ben_4_76,,,health facility,
ben_5_286,CS Akodeha,ben_4_51,6.45767016,1.92009436,health facility,
ben_5_287,CS Akogbato,ben_4_424,,,health facility,
ben_5_288,CS Akon,ben_4_145,,,health facility,
ben_5_289,CS Akouho,ben_4_205,,,health facility,
ben_5_290,CS Akpadanou,ben_4_40,,,health facility,
ben_5_291,CS Akpame,ben_4_318,,,health facility,
ben_5_292,CS Akpassi,ben_4_252,8.44536666666667,1.88519666666667,health facility,
ben_5_293,CS Akpechi,ben_4_76,6.86280333333333,2.716065,health facility,
ben_5_294,CS Akpro-Misserete,ben_4_230,,,health facility,
ben_5_295,CS Akron,ben_4_428,,,health facility,
ben_5_296,CS Alafiarou,ben_4_239,,,health facility,
ben_5_297,CS Ayiguinnou,ben_4_94,6.26259402,1.74654513,health facility,
ben_5_298,Cs albarika,ben_4_192,,,health facility,
ben_5_299,CS Alfa-Kpara,ben_4_164,9.61564,1.77248,health facility,
ben_5_300,CS Alfakoara,ben_4_220,,,health facility,
ben_5_301,CS Alibori,ben_4_522,,,health facility,
ben_5_302,CS Allada,ben_4_274,6.66345,2.15566,health facility,
ben_5_303,CS Allahe,ben_4_172,7.16270951,2.2589618,health facility,
ben_5_304,CS Allankpon,ben_4_386,,,health facility,
ben_5_305,CS Anandana,ben_4_210,9.94267,1.39605,health facility,
ben_5_306,CS Angaradebou,ben_4_220,11.32383,3.04334,health facility,
ben_5_307,CS Anoum,ben_4_276,9.6967,1.50445,health facility,
ben_5_308,CS Aoro,ben_4_267,,,health facility,
ben_5_309,CS Aplahoue,ben_4_188,6.94039,1.67509,health facility,
ben_5_310,CS Aledjo,ben_4_158,9.43945,1.62395,health facility,
ben_5_311,CS Ayomi,ben_4_88,6.83307,1.67936,health facility,
ben_5_312,CS Ayou,ben_4_111,,,health facility,
ben_5_313,CS Ayélawadjè,ben_4_432,6.37811098,2.44970282,health facility,
ben_5_314,CS Bembe,ben_4_190,,,health facility,
ben_5_315,CS Bembereke,ben_4_251,10.2223933333333,2.6636,health facility,
ben_5_316,CS Bensekou,ben_4_46,,,health facility,
ben_5_317,CS Beroubouay,ben_4_49,10.5348883333333,2.72684666666667,health facility,
ben_5_318,CS Bessassi,ben_4_440,,,health facility,
ben_5_319,CS Besse,ben_4_38,7.81690079,2.58542653,health facility,
ben_5_320,CS Betecoucou,ben_4_50,7.76276576,2.41785016,health facility,
ben_5_321,CS Beterou,ben_4_41,9.20167,2.27582,health facility,
ben_5_322,CS Betoumey,ben_4_444,6.95029,1.72808,health facility,
ben_5_323,CS Biguina,ben_4_267,,,health facility,
ben_5_324,CS Birni,ben_4_4,9.99372,1.52312,health facility,
ben_5_325,CS Bellefoungou,ben_4_256,9.81447,1.72386,health facility,
ben_5_326,CS Birni Lafia,ben_4_144,,,health facility,
ben_5_327,CS Bobe,ben_4_133,8.42636,1.99384333333333,health facility,
ben_5_328,CS Bobena,ben_4_370,,,health facility,
ben_5_329,CS Bodi,ben_4_229,,,health facility,
ben_5_330,CS Bodjecali,ben_4_361,,,health facility,
ben_5_331,CS Bogo-Bogo,ben_4_512,,,health facility,
ben_5_332,CS Bohicon I,ben_4_516,7.16978166666667,2.10285333333333,health facility,
ben_5_333,CS Bohicon II,ben_4_507,7.17872565,2.06598507,health facility,
ben_5_334,CS Boni,ben_4_542,,,health facility,
ben_5_335,CS Boni,ben_4_511,,,health facility,
ben_5_336,CS Boniki,ben_4_27,,,health facility,
ben_5_337,CS Bonou,ben_4_514,,,health facility,
ben_5_338,CS Biro,ben_4_142,9.90368,2.94001,health facility,
ben_5_339,CS Aklampa,ben_4_66,8.20758,2.18718,health facility,
ben_5_340,CS Batenin,ben_4_147,,,health facility,
ben_5_341,CS Bassila,ben_4_267,9.0059264,1.6684047,health facility,
ben_5_342,CS Azohoue-Aliho,ben_4_249,,,health facility,
ben_5_343,CS Azohoue-Cada,ben_4_253,,,health facility,
ben_5_344,CS Azove,ben_4_223,,,health facility,
ben_5_345,CS Azowlisse,ben_4_171,6.6724,2.48159333333333,health facility,
ben_5_346,CS Aïdjèdo,ben_4_393,6.38086,2.42504,health facility,
ben_5_347,CS Badazouin,ben_4_165,6.73768952,1.93595502,health facility,
ben_5_348,CS Badjoude,ben_4_219,9.71561,1.4172,health facility,
ben_5_349,CS Badou,ben_4_70,,,health facility,
ben_5_350,CS Bagapodi,ben_4_483,,,health facility,
ben_5_351,CS Bagou,ben_4_70,10.81598,2.72804,health facility,
ben_5_352,CS Bagou-Bagou,ben_4_457,,,health facility,
ben_5_353,CS Basso,ben_4_295,,,health facility,
ben_5_354,CS Bakoussarou,ben_4_333,,,health facility,
ben_5_355,CS Baname,ben_4_218,7.32408067,2.33144548,health facility,
ben_5_356,CS Banigbe (Ifangni),ben_4_208,6.64864666666667,2.70720666666667,health facility,
ben_5_357,CS Banigbe (Lalo),ben_4_207,,,health facility,
ben_5_358,CS Banikanni,ben_4_430,,,health facility,
ben_5_359,CS Banikoara,ben_4_185,11.29667,2.41926,health facility,
ben_5_360,CS Banite,ben_4_492,,,health facility,
ben_5_361,CS Banonsi-Avedjin,ben_4_268,6.91597,1.8439,health facility,
ben_5_362,CS Bante,ben_4_153,8.40651,1.90004,health facility,
ben_5_363,CS Barei,ben_4_276,9.68002,1.56996,health facility,
ben_5_364,CS Bari,ben_4_402,9.7443635,2.0293737,health facility,
ben_5_365,CS Barienou,ben_4_170,9.71906,1.77409,health facility,
ben_5_366,CS Bana,ben_4_195,,,health facility,
ben_5_367,CS Akiza,ben_4_65,6.971189,2.041557,health facility,
ben_5_368,CS Akassato,ben_4_61,6.50811,2.36327,health facility,
ben_5_369,CS Akadjame,ben_4_286,,,health facility,
ben_5_370,CMC Woria,ben_4_135,,,health facility,
ben_5_371,CMS Bon Berger,ben_4_393,,,health facility,
ben_5_372,CMS Djomehoutin,ben_4_424,6.36005,2.37444666666667,health facility,
ben_5_373,CMS Elisabeth de la Trinité,ben_4_466,,,health facility,
ben_5_374,CMS Garnison,ben_4_433,,,health facility,
ben_5_375,CMS Garnison,ben_4_434,,,health facility,
ben_5_376,Cms hosanna,ben_4_61,,,health facility,
ben_5_377,CMS Immaculée,ben_4_393,,,health facility,
ben_5_378,Cms la voie,ben_4_96,,,health facility,
ben_5_379,Cms le zephire,ben_4_466,,,health facility,
ben_5_380,CMS Louis Pasteur,ben_4_466,,,health facility,
ben_5_381,CMC Wari (A supprimer car existe en double),ben_4_362,,,health facility,
ben_5_382,CMS Luc au jourdain,ben_4_527,,,health facility,
ben_5_383,Cms notre dame de la passion,ben_4_61,,,health facility,
ben_5_384,CMS Saint Ignace,ben_4_466,,,health facility,
ben_5_385,CMS Sainte Thèrèse OASH,ben_4_96,,,health facility,
ben_5_386,CMS SOS Natitingou,ben_4_72,10.2608533333333,1.37911833333333,health facility,
ben_5_387,Cms st raphael,ben_4_466,,,health facility,
ben_5_388,Cms ste anne,ben_4_192,,,health facility,
ben_5_389,Cnhu,ben_4_424,6.36344,2.41168,health facility,
ben_5_390,CNHU-PPC,ben_4_415,,,health facility,
ben_5_391,Cnss,ben_4_433,9.35155666666667,2.62448666666667,health facility,
ben_5_392,Confessionel Ntr Dame Bonne Délivrance Kilibo,ben_4_463,,,health facility,
ben_5_393,Confessionnel des soeurs d'afrique,ben_4_307,,,health facility,
ben_5_394,CMS Mahougnon Calavi,ben_4_466,,,health facility,
ben_5_395,Cps 2,ben_4_430,,,health facility,
ben_5_396,CMC Wari,ben_4_362,,,health facility,
ben_5_397,CMC Qualima Namo,ben_4_412,,,health facility,
ben_5_398,Clinique Val de grâce,ben_4_466,,,health facility,
ben_5_399,Clinique Val des Saints,ben_4_432,,,health facility,
ben_5_400,Clinique Vie Saine,ben_4_466,,,health facility,
ben_5_401,Clinique Vital,ben_4_426,,,health facility,
ben_5_402,Cliniques les Archanges,ben_4_494,,,health facility,
ben_5_403,CM Ave Maria,ben_4_425,,,health facility,
ben_5_404,CM Sèlomè,ben_4_466,,,health facility,
ben_5_405,CMC Alibori K,ben_4_500,11.2412816666667,2.66735666666667,health facility,
ben_5_406,CMC Atabenou,ben_4_39,,,health facility,
ben_5_407,CMC Boa,ben_4_54,10.36927,3.21859333333333,health facility,
ben_5_408,CMC Boucanere,ben_4_80,,,health facility,
ben_5_409,CMC Sonon,ben_4_506,9.541685,2.88821333333333,health facility,
ben_5_410,CMC Dia Dia,ben_4_70,,,health facility,
